monthly_charges,total_charges,cltv,tenure_months,contract,churn_value,churn_probability,churn_risk_tier,value_tier,service_bundle_score,risk_flag,churn_reason
44.65,322.5,4300,7,Month-to-month,0,0.60251105,High Risk,Mid Value,0,0,
80.35,5375.15,5954,68,Two year,0,0.012341446,Low Risk,High Value,2,0,
98.1,2510.7,3114,26,Month-to-month,0,0.83591855,High Risk,Low Value,3,0,
53.35,3090.05,5461,57,Two year,0,0.027917884,Low Risk,High Value,4,0,
19.55,61.05,3889,3,Month-to-month,0,0.18522798,Low Risk,Low Value,0,0,
48.95,955.6,2394,19,One year,0,0.018165907,Low Risk,Low Value,1,0,
54.2,140.4,3167,3,Month-to-month,0,0.7458856,High Risk,Low Value,1,0,
24.45,1493.1,6196,59,Two year,0,0.04771635,Low Risk,High Value,0,0,
40.15,1626.05,4348,42,Month-to-month,0,0.4596242,Medium Risk,Mid Value,2,0,
25.6,1784.9,4879,67,Two year,0,0.023236616,Low Risk,Mid Value,0,0,
70.35,70.35,2722,1,Month-to-month,0,0.9133954,High Risk,Low Value,0,0,
91.7,6075.9,5453,66,Two year,0,0.02750067,Low Risk,High Value,6,0,
89.2,5500.6,5536,61,Month-to-month,0,0.09232912,Low Risk,High Value,2,0,
24.1,73.1,4463,4,One year,0,0.02281792,Low Risk,Mid Value,0,0,
53.85,3399.85,4954,64,One year,0,0.00391989,Low Risk,Mid Value,1,0,
115.6,6431.05,4337,54,One year,0,0.2847385,Low Risk,Mid Value,6,0,
19.75,19.75,5809,1,Month-to-month,0,0.411145,Medium Risk,High Value,0,0,
24.05,1230.9,4039,54,Two year,0,0.0050222124,Low Risk,Mid Value,0,0,
25.3,454.65,3416,18,Two year,0,0.012348109,Low Risk,Low Value,0,0,
84.3,235.05,5828,3,Month-to-month,0,0.72266394,High Risk,High Value,2,1,
89.75,6595.9,5096,72,Two year,0,0.0006363971,Low Risk,Mid Value,6,0,
97.95,5867.0,6150,60,One year,0,0.42767853,Medium Risk,High Value,4,0,
20.0,196.35,5837,11,One year,0,0.008321108,Low Risk,High Value,0,0,
103.9,6449.15,4079,61,One year,0,0.008882053,Low Risk,Mid Value,5,0,
20.7,762.45,3733,39,Two year,0,0.013516715,Low Risk,Low Value,0,0,
20.15,785.75,4422,37,One year,0,0.023416689,Low Risk,Mid Value,0,0,
26.0,1776.0,5374,72,Two year,0,0.0051382775,Low Risk,High Value,0,0,
77.35,5396.25,6202,72,Two year,0,0.042138655,Low Risk,High Value,4,0,
66.05,574.5,4157,8,Month-to-month,0,0.22393398,Low Risk,Mid Value,3,0,
19.9,400.3,5657,22,Month-to-month,0,0.09587997,Low Risk,High Value,0,0,
68.15,2656.3,3371,38,Month-to-month,0,0.1756168,Low Risk,Low Value,3,0,
80.85,1445.95,3913,17,One year,0,0.023297787,Low Risk,Low Value,5,0,
75.5,5212.65,6024,70,Two year,0,0.18817545,Low Risk,High Value,4,0,
80.6,2244.95,2951,28,Month-to-month,0,0.5502567,Medium Risk,Low Value,1,0,
83.2,1130.0,4096,15,Month-to-month,0,0.72920245,High Risk,Mid Value,2,0,
87.55,6463.15,5341,72,Two year,0,0.00070970523,Low Risk,High Value,6,0,
109.4,6252.7,6026,57,One year,0,0.56938505,Medium Risk,High Value,5,0,
45.55,2062.15,5565,46,Month-to-month,0,0.6083564,High Risk,High Value,3,0,
20.7,587.1,2492,30,One year,0,0.034666102,Low Risk,Low Value,0,0,
75.3,720.45,4254,10,Month-to-month,0,0.68457955,High Risk,Mid Value,1,1,
93.4,2979.3,3224,32,Month-to-month,0,0.29206243,Low Risk,Low Value,4,0,
73.75,956.65,2070,13,Month-to-month,0,0.38883013,Medium Risk,Low Value,1,0,
88.15,3973.2,4112,44,Month-to-month,0,0.39868397,Medium Risk,Mid Value,3,0,
49.2,447.9,2145,9,Month-to-month,0,0.2861082,Low Risk,Low Value,1,0,
19.65,1335.2,4994,67,Two year,0,0.014724165,Low Risk,Mid Value,0,0,
105.15,7555.0,5707,71,Two year,0,0.2843369,Low Risk,High Value,4,0,
49.0,49.0,5289,1,Month-to-month,0,0.38346246,Medium Risk,High Value,1,0,
49.8,836.35,5575,17,Month-to-month,0,0.77361375,High Risk,High Value,3,0,
20.95,20.95,2285,1,Month-to-month,0,0.22530241,Low Risk,Low Value,0,0,
79.3,2570.0,5242,32,Month-to-month,0,0.5513179,Medium Risk,High Value,1,0,
19.5,798.2,2446,41,One year,0,0.008930777,Low Risk,Low Value,0,0,
44.15,44.15,3103,1,Month-to-month,0,0.6349841,High Risk,Low Value,0,0,
105.5,6487.2,4271,62,Month-to-month,0,0.094790444,Low Risk,Mid Value,4,0,
92.7,1556.85,2347,17,Month-to-month,0,0.24182451,Low Risk,Low Value,3,0,
26.25,1988.05,5098,72,Two year,0,0.0009703084,Low Risk,Mid Value,0,0,
96.95,5432.2,6484,56,Month-to-month,0,0.022205127,Low Risk,High Value,3,0,
20.45,147.55,2392,9,Month-to-month,0,0.11234651,Low Risk,Low Value,0,0,
115.8,8424.9,6479,72,Two year,0,0.029520178,Low Risk,High Value,6,0,
108.2,2203.7,2102,20,Month-to-month,0,0.51310337,Medium Risk,Low Value,6,0,
20.2,387.4,4821,19,Two year,0,0.006762835,Low Risk,Mid Value,0,0,
54.9,3045.75,5677,53,One year,0,0.16852434,Low Risk,High Value,4,0,
20.15,130.5,5761,6,Month-to-month,0,0.3045866,Medium Risk,High Value,0,0,
90.35,767.9,2993,9,One year,0,0.04176809,Low Risk,Low Value,2,1,
55.75,446.8,5681,8,Month-to-month,0,0.52915317,Medium Risk,High Value,1,0,
114.6,8100.25,4071,71,Two year,0,0.002809162,Low Risk,Mid Value,6,0,
66.8,4689.15,4698,71,One year,0,0.06691244,Low Risk,Mid Value,6,0,
100.3,6754.35,5757,68,One year,0,0.36740762,Medium Risk,High Value,4,0,
105.35,3540.65,5503,34,Month-to-month,0,0.48610625,Medium Risk,High Value,4,0,
85.2,2184.6,5156,26,One year,0,0.22647889,Low Risk,High Value,3,0,
18.95,130.55,4097,7,Month-to-month,0,0.07438496,Low Risk,Mid Value,0,0,
69.8,1540.35,5456,20,Month-to-month,0,0.59790206,Medium Risk,High Value,0,0,
106.15,6411.25,4115,60,Month-to-month,0,0.7770209,High Risk,Mid Value,4,0,
20.55,1432.55,5809,72,Two year,0,0.0018697415,Low Risk,High Value,0,0,
105.75,7629.85,5832,72,One year,0,0.10497458,Low Risk,High Value,4,0,
25.25,101.9,3962,4,Month-to-month,0,0.2054348,Low Risk,Low Value,0,0,
19.75,313.4,3677,16,Month-to-month,0,0.18257488,Low Risk,Low Value,0,0,
104.85,6312.9,5061,62,One year,0,0.36690977,Medium Risk,Mid Value,4,0,
60.95,629.55,4323,10,Month-to-month,0,0.3296519,Medium Risk,Mid Value,2,0,
81.15,2640.55,3031,31,Month-to-month,0,0.6391702,High Risk,Low Value,1,0,
19.1,1372.45,4241,71,Two year,0,0.0051407134,Low Risk,Mid Value,0,0,
20.8,1212.25,4758,58,Two year,0,0.04380502,Low Risk,Mid Value,0,0,
90.15,6237.05,5824,70,Two year,0,0.0032884362,Low Risk,High Value,6,0,
90.1,6310.9,5054,71,Two year,0,0.018944392,Low Risk,Mid Value,6,0,
74.1,5031.0,4204,69,Two year,0,0.06627183,Low Risk,Mid Value,4,0,
118.75,8672.45,5475,72,Two year,0,0.0019063152,Low Risk,High Value,6,0,
85.9,2196.45,4038,26,Month-to-month,0,0.32495221,Medium Risk,Mid Value,2,0,
95.0,3008.15,4639,33,Month-to-month,0,0.5327761,Medium Risk,Mid Value,3,0,
20.15,220.8,2836,10,Two year,0,0.0055787903,Low Risk,Low Value,0,0,
101.3,5779.6,4421,57,Two year,0,0.09046968,Low Risk,Mid Value,4,0,
21.2,222.65,2066,10,Month-to-month,0,0.15819785,Low Risk,Low Value,0,0,
24.2,914.6,3109,39,One year,0,0.004251005,Low Risk,Low Value,0,0,
20.3,246.3,4188,11,Month-to-month,0,0.28674072,Low Risk,Mid Value,0,0,
85.3,5560.0,4732,68,Two year,0,0.005991971,Low Risk,Mid Value,5,0,
89.6,1633.0,2269,18,One year,0,0.34789896,Medium Risk,Low Value,2,0,
56.25,969.85,2277,18,Month-to-month,0,0.24682961,Low Risk,Low Value,1,0,
50.95,2610.65,4298,52,One year,0,0.014167537,Low Risk,Mid Value,1,0,
115.85,6567.9,4937,56,Two year,0,0.0022189568,Low Risk,Mid Value,6,0,
103.65,4747.85,2183,45,Month-to-month,0,0.49875963,Medium Risk,Low Value,4,0,
26.1,1759.55,6466,67,Two year,0,0.008320951,Low Risk,High Value,0,0,
35.1,101.1,3610,3,Month-to-month,0,0.5930274,Medium Risk,Low Value,2,0,
99.1,6496.15,4574,65,Month-to-month,0,0.3475877,Medium Risk,Mid Value,4,0,
67.25,4234.15,6438,63,Two year,0,0.009091303,Low Risk,High Value,3,0,
25.0,300.7,5409,11,Two year,0,0.011715685,Low Risk,High Value,0,0,
59.55,59.55,5824,1,Month-to-month,0,0.26427054,Low Risk,High Value,2,0,
77.8,4323.35,6483,55,Two year,0,0.05791564,Low Risk,High Value,3,0,
55.1,1466.1,2499,25,One year,0,0.0132557815,Low Risk,Low Value,1,0,
24.15,1776.45,5613,72,Two year,0,0.004032543,Low Risk,High Value,0,0,
45.25,2933.95,5712,65,Two year,0,0.0029831552,Low Risk,High Value,3,0,
20.25,144.35,4954,7,Month-to-month,0,0.09839567,Low Risk,Mid Value,0,0,
64.75,4804.75,4675,72,Two year,0,0.011694139,Low Risk,Mid Value,3,0,
54.6,1125.2,5763,21,Month-to-month,0,0.34803712,Medium Risk,High Value,1,0,
20.7,39.85,2107,2,Month-to-month,0,0.22693318,Low Risk,Low Value,0,0,
94.75,422.4,2757,4,Month-to-month,0,0.8556808,High Risk,Low Value,3,1,
115.8,8332.15,5130,72,Two year,0,0.02905332,Low Risk,High Value,6,0,
49.45,314.6,3672,6,Month-to-month,0,0.65564865,High Risk,Low Value,1,0,
83.8,4331.4,6339,52,Month-to-month,0,0.27660456,Low Risk,High Value,2,0,
95.35,6382.0,6132,69,Month-to-month,0,0.3425764,Medium Risk,High Value,3,0,
74.05,600.15,4899,8,Month-to-month,0,0.742925,High Risk,Mid Value,1,1,
89.6,5538.8,4438,63,Month-to-month,0,0.2658411,Low Risk,Mid Value,2,0,
116.6,7049.5,5680,60,One year,0,0.14172146,Low Risk,High Value,6,0,
54.2,690.5,4474,12,Month-to-month,0,0.46614385,Medium Risk,Mid Value,2,0,
19.3,279.3,5917,13,Month-to-month,0,0.10285684,Low Risk,High Value,0,0,
65.05,1427.55,4709,22,Month-to-month,0,0.21493113,Low Risk,Mid Value,3,0,
24.05,1709.15,4755,72,Two year,0,0.0009037976,Low Risk,Mid Value,0,0,
18.75,53.15,5355,2,Month-to-month,0,0.06418327,Low Risk,High Value,0,0,
20.15,777.35,3556,40,Two year,0,0.0030276177,Low Risk,Low Value,0,0,
20.0,860.85,3743,44,One year,0,0.0051869266,Low Risk,Low Value,0,0,
71.0,5012.1,5247,71,One year,0,0.060545143,Low Risk,High Value,4,0,
93.6,2404.1,4030,26,Month-to-month,0,0.77695334,High Risk,Mid Value,2,0,
24.4,24.4,5092,1,Month-to-month,0,0.61941105,High Risk,Mid Value,0,0,
65.25,209.9,2562,3,Month-to-month,0,0.39450324,Medium Risk,Low Value,2,0,
50.55,610.75,5530,13,Month-to-month,0,0.36559764,Medium Risk,High Value,1,0,
70.7,70.7,4056,1,Month-to-month,0,0.8824028,High Risk,Mid Value,0,1,
45.25,155.35,2776,4,Month-to-month,0,0.42350677,Medium Risk,Low Value,0,0,
70.3,144.0,2980,2,Month-to-month,0,0.8060367,High Risk,Low Value,0,0,
108.95,7875.0,5758,72,Two year,0,0.04748546,Low Risk,High Value,5,0,
26.45,911.6,5359,37,Month-to-month,0,0.07184228,Low Risk,High Value,0,0,
19.65,478.1,5916,23,One year,0,0.013785254,Low Risk,High Value,0,0,
19.05,761.85,5091,42,One year,0,0.0021144252,Low Risk,Mid Value,0,0,
74.75,2282.95,2830,32,One year,0,0.19102278,Low Risk,Low Value,3,0,
75.8,1615.1,4479,22,Month-to-month,0,0.10866407,Low Risk,Mid Value,0,0,
25.1,1097.15,4959,42,Month-to-month,0,0.4726887,Medium Risk,Mid Value,0,0,
44.45,369.3,4909,8,Month-to-month,0,0.45016593,Medium Risk,Mid Value,0,0,
104.3,6725.3,4997,65,Two year,0,0.009391436,Low Risk,Mid Value,4,0,
89.0,6293.2,5650,70,Two year,0,0.0033936983,Low Risk,High Value,6,0,
20.15,432.5,2722,22,Month-to-month,0,0.055255227,Low Risk,Low Value,0,0,
36.15,2434.45,6314,67,Two year,0,0.004877412,Low Risk,High Value,2,0,
19.2,532.1,2159,25,Month-to-month,0,0.028349187,Low Risk,Low Value,0,0,
19.25,375.25,4137,20,Month-to-month,0,0.21687096,Low Risk,Mid Value,0,0,
61.2,125.95,5056,2,Month-to-month,0,0.40835047,Medium Risk,Mid Value,2,0,
20.45,1042.65,6097,51,Two year,0,0.02254639,Low Risk,High Value,0,0,
35.05,1620.25,4829,46,Month-to-month,0,0.20405756,Low Risk,Mid Value,2,0,
44.0,659.35,5611,13,Month-to-month,0,0.08755108,Low Risk,High Value,0,0,
50.35,1285.8,3386,26,One year,0,0.005505114,Low Risk,Low Value,1,0,
20.0,377.55,5188,19,Month-to-month,0,0.2672729,Low Risk,High Value,0,0,
86.4,6058.95,6114,72,Two year,0,0.008312142,Low Risk,High Value,5,0,
58.4,964.9,2812,18,Month-to-month,0,0.5462282,Medium Risk,Low Value,2,0,
94.1,2322.85,3192,24,Month-to-month,0,0.8302248,High Risk,Low Value,2,0,
108.9,4854.3,5119,46,Two year,0,0.3073854,Medium Risk,High Value,5,0,
107.4,7748.75,5294,72,Two year,0,0.010634134,Low Risk,High Value,5,0,
90.85,6470.1,5129,70,Month-to-month,0,0.23809151,Low Risk,High Value,2,0,
19.9,57.4,2822,2,Month-to-month,0,0.28009292,Low Risk,Low Value,0,0,
66.4,2019.8,3282,31,Month-to-month,0,0.13187724,Low Risk,Low Value,3,0,
100.7,1522.7,3337,16,Month-to-month,0,0.26968226,Low Risk,Low Value,4,0,
25.6,1334.5,5662,52,Two year,0,0.016043045,Low Risk,High Value,0,0,
19.85,252.0,2928,13,Month-to-month,0,0.054067962,Low Risk,Low Value,0,0,
20.75,700.45,4261,35,One year,0,0.038711295,Low Risk,Mid Value,0,0,
95.8,5655.45,5470,59,Two year,0,0.15949202,Low Risk,High Value,3,0,
94.65,6747.35,5943,72,Month-to-month,0,0.14368422,Low Risk,High Value,3,0,
106.65,5174.35,5948,49,Two year,0,0.39660934,Medium Risk,High Value,5,0,
45.85,105.6,2245,2,Month-to-month,0,0.6819592,High Risk,Low Value,0,0,
104.35,2271.85,4934,21,Month-to-month,0,0.84688836,High Risk,Mid Value,4,0,
55.45,2966.95,4521,54,One year,0,0.44841132,Medium Risk,Mid Value,4,0,
61.15,61.15,4592,1,Month-to-month,0,0.48270535,Medium Risk,Mid Value,2,0,
78.95,494.95,4093,6,Month-to-month,0,0.69478196,High Risk,Mid Value,2,1,
109.2,5290.45,6005,49,One year,0,0.040479343,Low Risk,High Value,5,0,
61.3,3346.8,4173,56,Two year,0,0.0043604607,Low Risk,Mid Value,3,0,
96.85,5219.65,5679,56,Month-to-month,0,0.4712181,Medium Risk,High Value,3,0,
40.55,217.5,2866,6,Two year,0,0.014538893,Low Risk,Low Value,3,0,
19.8,607.7,4636,32,One year,0,0.017778791,Low Risk,Mid Value,0,0,
108.25,5431.4,4972,50,One year,0,0.022037571,Low Risk,Mid Value,5,0,
105.05,6004.85,5870,58,One year,0,0.027815558,Low Risk,High Value,4,0,
90.45,5957.9,5509,65,Two year,0,0.0014399292,Low Risk,High Value,6,0,
86.4,5442.05,6474,64,Two year,0,0.028799862,Low Risk,High Value,6,0,
66.9,4370.25,5546,66,Two year,0,0.025632521,Low Risk,High Value,3,0,
110.7,4428.6,5461,38,One year,0,0.3817638,Medium Risk,High Value,5,0,
20.0,416.45,3585,20,One year,0,0.046917323,Low Risk,Low Value,0,0,
102.1,6688.1,6100,64,One year,0,0.23522587,Low Risk,High Value,4,0,
70.15,4224.7,4260,60,One year,0,0.09372123,Low Risk,Mid Value,4,0,
80.05,4042.2,5823,50,One year,0,0.0092955325,Low Risk,High Value,5,0,
49.2,3580.95,4700,72,Two year,0,0.09839882,Low Risk,Mid Value,4,0,
20.5,1198.8,5848,60,Two year,0,0.01164313,Low Risk,High Value,0,0,
38.25,1755.35,2653,46,Two year,0,0.054862708,Low Risk,Low Value,3,0,
54.95,3772.5,4175,69,Two year,0,0.0065317294,Low Risk,Mid Value,4,0,
96.6,2877.95,3364,31,Month-to-month,0,0.5036325,Medium Risk,Low Value,3,0,
19.9,357.7,5964,19,One year,0,0.009420516,Low Risk,High Value,0,0,
19.9,1397.3,6015,71,Two year,0,0.00082835776,Low Risk,High Value,0,0,
84.6,959.9,2499,12,Month-to-month,0,0.65218043,High Risk,Low Value,3,1,
85.25,3704.15,2292,44,One year,0,0.1820211,Low Risk,Low Value,5,0,
81.25,4620.4,5907,56,Two year,0,0.008117656,Low Risk,High Value,5,0,
115.5,8312.75,4697,72,Two year,0,0.013908145,Low Risk,Mid Value,6,0,
79.0,929.3,3885,11,Month-to-month,0,0.6378485,High Risk,Low Value,1,1,
94.65,1285.05,5868,15,Month-to-month,0,0.74535936,High Risk,High Value,3,0,
20.8,1521.2,4626,72,Two year,0,0.0024002152,Low Risk,Mid Value,0,0,
59.5,3389.25,5477,56,Two year,0,0.060052488,Low Risk,High Value,2,0,
20.05,1198.05,4309,64,Two year,0,0.030867837,Low Risk,Mid Value,0,0,
100.45,3414.65,3744,34,Month-to-month,0,0.69132274,High Risk,Low Value,3,0,
20.6,754.0,2858,35,One year,0,0.02739269,Low Risk,Low Value,0,0,
20.3,467.15,2768,22,One year,0,0.034789026,Low Risk,Low Value,0,0,
39.55,373.0,3755,9,One year,0,0.16654553,Low Risk,Low Value,3,0,
20.45,481.1,3434,23,One year,0,0.016837997,Low Risk,Low Value,0,0,
25.25,1728.2,4571,68,Two year,0,0.018870464,Low Risk,Mid Value,0,0,
91.25,2964.05,3296,33,Month-to-month,0,0.67606145,High Risk,Low Value,2,0,
72.45,2156.25,3175,31,Month-to-month,0,0.07736303,Low Risk,Low Value,5,0,
19.7,1051.9,4831,56,Two year,0,0.10681777,Low Risk,Mid Value,0,0,
75.1,5013.0,6123,66,One year,0,0.06333183,Low Risk,High Value,5,0,
25.0,1738.9,4275,72,Two year,0,0.0017528555,Low Risk,Mid Value,0,0,
69.15,2275.1,4478,34,Month-to-month,0,0.3721715,Medium Risk,Mid Value,0,0,
91.55,5511.65,6423,58,Month-to-month,0,0.018618045,Low Risk,High Value,3,0,
35.8,1316.9,5658,37,Two year,0,0.058794525,Low Risk,High Value,1,0,
113.15,7993.3,4955,71,Two year,0,0.04279933,Low Risk,Mid Value,6,0,
19.85,19.85,2618,1,One year,0,0.027787777,Low Risk,Low Value,0,0,
19.8,1388.45,5819,71,Two year,0,0.00085789536,Low Risk,High Value,0,0,
19.9,666.0,2334,35,One year,0,0.00723651,Low Risk,Low Value,0,0,
19.7,94.45,4122,6,One year,0,0.008236768,Low Risk,Mid Value,0,0,
59.1,4134.7,5846,69,One year,0,0.0036397132,Low Risk,High Value,3,0,
91.15,4862.5,6439,53,One year,0,0.22064549,Low Risk,High Value,2,0,
68.95,351.5,5536,5,Month-to-month,0,0.7540832,High Risk,High Value,0,0,
51.55,106.2,4057,2,Month-to-month,0,0.22762933,Low Risk,Mid Value,1,0,
24.4,1413.0,4889,62,Two year,0,0.002045247,Low Risk,Mid Value,0,0,
96.8,1743.05,3249,19,Month-to-month,0,0.7561619,High Risk,Low Value,3,0,
70.05,657.5,3522,9,Month-to-month,0,0.516176,Medium Risk,Low Value,0,0,
19.5,1050.5,5625,53,Two year,0,0.038765017,Low Risk,High Value,0,0,
78.75,426.35,2610,5,Month-to-month,0,0.7091421,High Risk,Low Value,1,1,
69.2,4982.5,5546,71,One year,0,0.0058577834,Low Risk,High Value,3,0,
19.55,19.55,5607,1,Month-to-month,0,0.538867,Medium Risk,High Value,0,0,
103.65,7634.8,6088,72,Two year,0,0.29684064,Low Risk,High Value,4,0,
54.7,235.05,3475,4,Month-to-month,0,0.3896088,Medium Risk,Low Value,2,0,
54.15,3116.15,4293,59,Two year,0,0.057324283,Low Risk,Mid Value,1,0,
84.85,2633.4,5603,31,Month-to-month,0,0.75395304,High Risk,High Value,1,0,
20.0,49.65,3985,3,Month-to-month,0,0.28470814,Low Risk,Mid Value,0,0,
99.25,4920.8,4995,49,One year,0,0.35899323,Medium Risk,Mid Value,4,0,
19.35,46.35,5863,2,Month-to-month,0,0.21190792,Low Risk,High Value,0,0,
94.75,5276.1,6021,55,One year,0,0.4170343,Medium Risk,High Value,3,0,
114.05,8289.2,6254,72,Two year,0,0.0013417234,Low Risk,High Value,6,0,
74.9,2659.45,5041,36,Month-to-month,0,0.48429504,Medium Risk,Mid Value,0,0,
19.8,196.75,3196,10,Month-to-month,0,0.093340725,Low Risk,Low Value,0,0,
80.85,5824.75,6317,72,Two year,0,0.00086365594,Low Risk,High Value,5,0,
54.65,1517.5,3185,28,Month-to-month,0,0.10513135,Low Risk,Low Value,2,0,
91.7,3479.05,3676,38,Month-to-month,0,0.52934194,Medium Risk,Low Value,2,0,
118.6,7365.7,5536,61,One year,0,0.07328023,Low Risk,High Value,6,0,
24.55,1331.05,5535,52,Two year,0,0.006959197,Low Risk,High Value,0,0,
19.45,1195.95,5343,67,One year,0,0.03200202,Low Risk,High Value,0,0,
116.15,3946.9,5104,34,Two year,0,0.004522984,Low Risk,High Value,6,0,
80.6,4299.95,4231,54,Two year,0,0.04174396,Low Risk,Mid Value,5,0,
20.3,20.3,4215,1,Month-to-month,0,0.6385414,High Risk,Mid Value,0,0,
99.8,4391.25,2405,46,Month-to-month,0,0.19161132,Low Risk,Low Value,4,0,
75.0,4213.9,5011,55,One year,0,0.006109005,Low Risk,Mid Value,4,0,
19.9,19.9,5057,1,Month-to-month,0,0.6629164,High Risk,Mid Value,0,0,
80.3,5017.7,4270,64,One year,0,0.11377943,Low Risk,Mid Value,2,0,
84.3,4916.4,5724,58,Two year,0,0.11393362,Low Risk,High Value,5,0,
54.05,2959.8,6445,56,One year,0,0.16450939,Low Risk,High Value,4,0,
104.9,7559.55,5169,72,Two year,0,0.0033471659,Low Risk,High Value,5,0,
97.25,7133.1,6156,72,One year,0,0.07048653,Low Risk,High Value,3,0,
83.05,1799.3,5357,22,Month-to-month,0,0.6023563,High Risk,High Value,1,0,
41.1,1597.05,3618,39,Month-to-month,0,0.19101731,Low Risk,Low Value,3,0,
45.0,524.35,4998,12,Month-to-month,0,0.36170313,Medium Risk,Mid Value,0,0,
74.55,4191.45,4544,54,Two year,0,0.071015276,Low Risk,Mid Value,4,0,
40.2,711.95,4624,18,One year,0,0.13305019,Low Risk,Mid Value,3,0,
70.5,2201.75,5870,32,One year,0,0.12689702,Low Risk,High Value,4,0,
19.75,806.95,5678,41,One year,0,0.01889108,Low Risk,High Value,0,0,
24.65,1620.45,4444,67,Two year,0,0.0015125443,Low Risk,Mid Value,0,0,
104.25,6812.95,5089,65,Month-to-month,0,0.5073559,Medium Risk,Mid Value,4,0,
78.35,1837.9,4855,25,Month-to-month,0,0.17803791,Low Risk,Mid Value,5,0,
109.7,7344.45,4017,67,One year,0,0.38663402,Medium Risk,Mid Value,5,0,
33.45,1500.25,4757,43,Month-to-month,0,0.34639886,Medium Risk,Mid Value,2,0,
94.6,2283.15,3667,24,Month-to-month,0,0.731756,High Risk,Low Value,3,0,
20.2,1376.5,5463,69,Two year,0,0.0015946681,Low Risk,High Value,0,0,
20.3,755.4,4186,37,One year,0,0.005985502,Low Risk,Mid Value,0,0,
39.4,825.4,3899,20,Two year,0,0.010092092,Low Risk,Low Value,3,0,
69.15,488.65,4320,7,Month-to-month,0,0.51351213,Medium Risk,Mid Value,0,0,
51.35,2075.1,5622,41,One year,0,0.4556759,Medium Risk,High Value,3,0,
100.05,5299.65,4478,54,One year,0,0.43712664,Medium Risk,Mid Value,4,0,
20.3,1356.3,4042,69,Two year,0,0.0035253374,Low Risk,Mid Value,0,0,
94.45,5042.75,5452,53,One year,0,0.24397273,Low Risk,High Value,4,0,
46.4,812.4,4003,18,One year,0,0.028518563,Low Risk,Mid Value,3,0,
104.05,6605.55,4337,64,Two year,0,0.31561244,Medium Risk,Mid Value,5,0,
24.9,505.95,5942,20,Month-to-month,0,0.191855,Low Risk,High Value,0,0,
59.6,3509.4,4778,57,One year,0,0.005302478,Low Risk,Mid Value,3,0,
108.5,6991.9,6453,63,Two year,0,0.17535031,Low Risk,High Value,5,0,
40.55,590.35,2898,13,Two year,0,0.006087961,Low Risk,Low Value,3,0,
58.95,2789.7,4815,48,One year,0,0.2983515,Low Risk,Mid Value,2,0,
20.75,1123.15,4937,57,Two year,0,0.010069071,Low Risk,Mid Value,0,0,
113.15,7953.25,4068,71,One year,0,0.30237877,Medium Risk,Mid Value,5,0,
48.8,349.8,4785,7,Month-to-month,0,0.4350319,Medium Risk,Mid Value,0,0,
63.05,1067.05,3214,16,Month-to-month,0,0.5654631,Medium Risk,Low Value,1,0,
100.85,3527.3,5891,34,Month-to-month,0,0.7447315,High Risk,High Value,3,0,
80.55,1248.9,5183,16,Month-to-month,0,0.62199605,High Risk,High Value,1,0,
64.4,3035.35,2545,48,One year,0,0.011465127,Low Risk,Low Value,3,0,
75.2,4300.8,4559,58,One year,0,0.008470285,Low Risk,Mid Value,4,0,
84.9,6065.3,4447,72,Two year,0,0.019084586,Low Risk,Mid Value,5,0,
19.3,144.95,4764,7,Month-to-month,0,0.080176845,Low Risk,Mid Value,0,0,
74.65,2308.6,5616,30,One year,0,0.088161275,Low Risk,High Value,5,0,
59.05,1882.8,5841,31,Month-to-month,0,0.22674218,Low Risk,High Value,1,0,
69.1,3255.35,3856,46,One year,0,0.15094794,Low Risk,Low Value,3,0,
20.55,1067.65,4745,50,Two year,0,0.025064548,Low Risk,Mid Value,0,0,
76.55,2065.4,2085,28,Month-to-month,0,0.3767123,Medium Risk,Low Value,1,0,
62.5,4136.4,4165,66,Two year,0,0.008008239,Low Risk,Mid Value,6,0,
94.9,3848.0,3539,41,Month-to-month,0,0.032009717,Low Risk,Low Value,3,0,
111.65,8022.85,4406,72,Two year,0,0.06723192,Low Risk,Mid Value,5,0,
19.9,173.15,2750,7,One year,0,0.04653643,Low Risk,Low Value,0,0,
20.45,781.25,5587,38,Month-to-month,0,0.017675823,Low Risk,High Value,0,0,
106.05,4510.8,4588,44,One year,0,0.4535504,Medium Risk,Mid Value,5,0,
113.45,5317.8,3729,47,One year,0,0.018265,Low Risk,Low Value,6,0,
92.55,4779.45,4700,53,Month-to-month,0,0.044089027,Low Risk,Mid Value,3,0,
65.6,250.1,4552,4,Month-to-month,0,0.6982326,High Risk,Mid Value,2,0,
84.35,1745.2,4915,20,Month-to-month,0,0.78833634,High Risk,Mid Value,1,0,
71.1,4140.1,5462,57,One year,0,0.138175,Low Risk,High Value,3,0,
85.15,3670.5,2672,44,Month-to-month,0,0.47877178,Medium Risk,Low Value,3,0,
49.7,1167.8,5832,24,Month-to-month,0,0.3265168,Medium Risk,High Value,1,0,
30.2,469.65,5825,15,Month-to-month,0,0.09152965,Low Risk,High Value,1,0,
56.35,1381.2,5128,24,Month-to-month,0,0.10060703,Low Risk,High Value,2,0,
107.55,3645.5,4800,33,Month-to-month,0,0.42225897,Medium Risk,Mid Value,4,0,
19.85,1158.85,6440,58,Two year,0,0.006124569,Low Risk,High Value,0,0,
